2.000000000000000000e+00,1.806584203627818186e-01,1.332244382859547160e+00,1.582204184045634676e-01,4.000000000000000000e+00,2.013240281219297045e-01,1.515528967063981103e+00,2.426070441080587503e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.163744214720264569e-01,1.498242872826473615e+00,1.658934018999103643e-01,4.000000000000000000e+00,2.323286080533819020e-01,1.332400783405822242e+00,1.331778424521571913e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.793642497854394113e-01,1.446626787518659363e+00,1.043721711840123467e-01,4.000000000000000000e+00,1.888556213616725266e-01,6.475672447316966895e-01,1.481772686886864976e-01,7.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.233170758928397504e-01,1.801865529649841813e+00,2.062360469858219303e-01,3.000000000000000000e+00,1.736843637946534347e-01,1.594374371531297241e+00,1.419906039659786789e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.472594392232745353e-01,1.124237021528082137e+00,1.130934446666806287e-01,5.000000000000000000e+00,1.674438065867513703e-01,1.671503101297544092e+00,1.513309004945479486e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.991172447775214627e-01,1.080073467398248388e+00,1.793294882463848383e-01,5.000000000000000000e+00,2.223959589467313647e-01,1.544710446532109094e+00,1.083524087336443925e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.895807975834352399e-01,1.486560887777197415e+00,1.330954333177549187e-01,4.000000000000000000e+00,2.062297317856980061e-01,1.246616904844814133e+00,2.293112218726787721e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.715316835770302195e-01,1.887019224073307244e+00,2.276080330229781901e-01,3.000000000000000000e+00,1.629017016758198821e-01,7.162210750563974271e-01,1.700098031654762032e-01,6.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.114672019670785774e-01,9.676359628779256372e-01,1.959537338737580292e-01,5.000000000000000000e+00,2.061916169952887068e-01,1.185850357002474542e+00,1.608372430308468159e-01,5.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.325591674708534784e-01,8.584330063689808998e-01,2.150927328425529250e-01,6.000000000000000000e+00,1.676265292414744479e-01,1.747245984655045437e+00,1.457327981646726056e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.416558959058451861e-01,1.712752483330989950e+00,1.886111657006413200e-01,4.000000000000000000e+00,2.173101890470279796e-01,1.855099223235503914e+00,1.123778518446085228e-01,3.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.227631147214128582e-01,1.412589473150859254e+00,1.628273215724773126e-01,4.000000000000000000e+00,2.278160253162880566e-01,1.725602417812606815e+00,1.704680166483338866e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.301818327263032704e-01,1.676005434888429235e+00,2.294421350516631097e-01,4.000000000000000000e+00,1.970443561560938917e-01,1.303671949141368414e+00,2.004866325785774062e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.528112896355498795e-01,1.828356319877463720e+00,2.085965047162585684e-01,3.000000000000000000e+00,1.899965492970512593e-01,7.757515031108885850e-01,2.015663383017011201e-01,6.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.153159400619725217e-01,6.827504764235010626e-01,1.477356528903592259e-01,7.000000000000000000e+00,1.581073765629796291e-01,1.232636995118925327e+00,2.435105521988584210e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.184791216122383695e-01,1.999621484190522436e+00,1.317930234680063650e-01,3.000000000000000000e+00,1.712449021692618312e-01,1.472212333116606597e+00,1.761848714382776848e-01,4.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.150146894044018264e-01,1.176665674207563628e+00,1.750727032694916196e-01,5.000000000000000000e+00,2.145107878302031090e-01,6.545386622260697118e-01,1.540700203692340620e-01,7.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.839339897921511424e-01,1.650938037515386370e+00,2.385847319390052845e-01,4.000000000000000000e+00,1.856038926513197129e-01,1.802301874559111061e+00,1.975167055043004771e-01,3.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,1.937675352036325738e-01,7.946090908663434593e-01,1.034309038426130950e-01,5.000000000000000000e+00,2.066943877207816638e-01,5.773565203790048672e-01,1.113702849932115962e-01,8.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.418942747050190911e-01,1.913643077783574453e+00,2.163483851328942831e-01,3.000000000000000000e+00,1.537076751396617147e-01,8.454184864452264359e-01,1.049976445675132875e-01,5.000000000000000000e+00,5.000000000000000000e-01
